File name	totalGo	correctGo	totalStop	correctStop	%INHIB	%AUS	GENERAL	SSD	RT	SSRT
sst-1-1.txt	96,000000	91,000000	32,000000	12,000000	37,500000	5,208333	0,799805	108,333333	489,604167	381,270833
sst-2-1.txt	96,000000	77,000000	32,000000	17,000000	53,125000	19,791667	0,708089	370,588235	527,906250	157,318015
sst-3-1.txt	96,000000	89,000000	32,000000	15,000000	46,875000	7,291667	0,803955	206,666667	570,072917	363,406250
sst-4-1.txt	96,000000	87,000000	32,000000	16,000000	50,000000	9,375000	0,792969	300,000000	602,718750	302,718750
Resultado	96,000000 +- 0,000000	86,000000 +- 5,385165	32,000000 +- 0,000000	15,000000 +- 1,870829	46,875000 +- 5,846340	10,416667 +- 5,609547	0,776204 +- 0,039522	246,397059 +- 98,662075	547,575521 +- 42,703825	301,178462 +- 88,013190
